timestamp,test.test_val,navigator_pt1.q_w,navigator_pt1.q_x,navigator_pt1.q_y,navigator_pt1.q_z,navigator_pt1.altitude,navigator_pt1.norm,navigator_pt2.vel_x,navigator_pt2.vel_y,navigator_pt2.vel_z,navigator_pt2.rate_x,navigator_pt2.rate_y,navigator_pt2.rate_z,controller.command,controller.canard_coeff,controller.body_coeff,controller.roll_angle_target,controller.roll_rate_target,board_imu.accel_x,board_imu.accel_y,board_imu.accel_z,board_imu.gyro_x,board_imu.gyro_y,board_imu.gyro_z,board_mag_baro.mag_x,board_mag_baro.mag_y,board_mag_baro.mag_z,board_mag_baro.baro,board_mag_baro.temp,movella_pt1.accel_x,movella_pt1.accel_y,movella_pt1.accel_z,movella_pt1.gyro_x,movella_pt1.gyro_y,movella_pt1.gyro_z,movella_pt2.mag_x,movella_pt2.mag_y,movella_pt2.mag_z,movella_pt2.baro,movella_pt3.q_w,movella_pt3.q_x,movella_pt3.q_y,movella_pt3.q_z,ad_breakout.accel_x,ad_breakout.accel_y,ad_breakout.accel_z,ad_breakout.gyro,servo_motor.angle,servo_motor.curr,servo_motor.temp
17400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
17400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
18400,,,,,,,,,,,,,,,,,,,9.689455032348633,0.07659648358821869,-0.09574560075998306,-0.004886921960860491,-0.004886921960860491,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.678594589233398,-0.2563519775867462,0.12556014955043793,-5.089407444000244,,,
18400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
18400,,,,,,,,,,,,,,,,,,,,,,,,,0.49050000309944153,-0.0044999998062849045,-0.6345000267028809,97020.0,0.0,,,,,,,,,,,,,,,,,,,,,
18400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
18400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
19400,,,,,,,,,,,,,,,,,,,9.699028968811035,0.07659648358821869,-0.11489471793174744,-0.004886921960860491,-0.0073303827084600925,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.657668113708496,-0.2458886206150055,0.09940178692340851,-4.615151405334473,,,
19400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
19400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6315000057220459,0.006000000052154064,-0.492000013589859,97017.0,0.0,,,,,,,,,,,,,,,,,,,,,
19400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
19400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
20400,,,,,,,,,,,,,,,,,,,9.699028968811035,0.07659648358821869,-0.09574560075998306,-0.0024434609804302454,-0.0073303827084600925,0.004886921960860491,,,,,,,,,,,,,,,,,,,,,,,,,,
20400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6995210647583,-0.2720469832420349,0.09940178692340851,-5.0118560791015625,,,
20400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
20400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6315000057220459,0.001500000013038516,-0.48750001192092896,97021.0,0.0,,,,,,,,,,,,,,,,,,,,,
20400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
20400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
21400,,,,,,,,,,,,,,,,,,,9.718178749084473,0.08617103844881058,-0.07659648358821869,-0.004886921960860491,-0.004886921960860491,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.704752922058105,-0.2301936000585556,0.13602349162101746,-5.107303619384766,,,
21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
21400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6284999847412109,0.006000000052154064,-0.47850000858306885,97012.0,0.0,,,,,,,,,,,,,,,,,,,,,
21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
22400,,,,,,,,,,,,,,,,,,,9.699028968811035,0.11489471793174744,-0.09574560075998306,-0.0024434609804302454,-0.0024434609804302454,-0.0024434609804302454,,,,,,,,,,,,,,,,,,,,,,,,,,
22400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.657668113708496,-0.23542527854442596,0.13602349162101746,-5.655702114105225,,,
22400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
22400,,,,,,,,,,,,,,,,,,,,,,,,,-0.637499988079071,0.0,-0.48750001192092896,97013.0,0.0,,,,,,,,,,,,,,,,,,,,,
22400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
22400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
23400,,,,,,,,,,,,,,,,,,,9.708603858947754,0.09574560075998306,-0.07659648358821869,-0.004886921960860491,-0.004886921960860491,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.673362731933594,-0.2458886206150055,0.1569501906633377,-5.32802677154541,,,
23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
23400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6345000267028809,0.003000000026077032,-0.4830000102519989,97016.0,0.0,,,,,,,,,,,,,,,,,,,,,
23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
24400,,,,,,,,,,,,,,,,,,,9.746902465820312,0.11489471793174744,-0.08617103844881058,-0.0024434609804302454,-0.004886921960860491,-0.0073303827084600925,,,,,,,,,,,,,,,,,,,,,,,,,,
24400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.736143112182617,-0.21973025798797607,0.09417010843753815,-4.588733196258545,,,
24400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
24400,,,,,,,,,,,,,,,,,,,,,,,,,0.4830000102519989,-0.001500000013038516,-0.6299999952316284,97016.0,0.0,,,,,,,,,,,,,,,,,,,,,
24400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
24400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
25400,,,,,,,,,,,,,,,,,,,9.727752685546875,0.12446928024291992,-0.05744735896587372,-0.0024434609804302454,-0.004886921960860491,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.689058303833008,-0.2144985944032669,0.1307918280363083,-5.509547710418701,,,
25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
25400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6284999847412109,0.003000000026077032,-0.4830000102519989,97021.0,0.0,,,,,,,,,,,,,,,,,,,,,
25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
26400,,,,,,,,,,,,,,,,,,,9.708603858947754,0.10532016307115555,-0.09574560075998306,-0.0024434609804302454,-0.0073303827084600925,0.004886921960860491,,,,,,,,,,,,,,,,,,,,,,,,,,
26400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.678594589233398,-0.25112029910087585,0.06801174581050873,-5.351888656616211,,,
26400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
26400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6330000162124634,0.006000000052154064,-0.49050000309944153,97017.0,0.0,,,,,,,,,,,,,,,,,,,,,
26400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
26400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
27400,,,,,,,,,,,,,,,,,,,9.718178749084473,0.12446928024291992,-0.07659648358821869,-0.004886921960860491,-0.01710422709584236,0.03420845419168472,,,,,,,,,,,,,,,,,,,,,,,,,,
27400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.636741638183594,-0.29297366738319397,0.14125517010688782,-4.021160125732422,,,
27400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
27400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6345000267028809,0.0044999998062849045,-0.48899999260902405,97021.0,0.0,,,,,,,,,,,,,,,,,,,,,
27400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
27400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
28400,,,,,,,,,,,,,,,,,,,9.708603858947754,0.07659648358821869,-0.09574560075998306,-0.0024434609804302454,-0.0073303827084600925,0.0024434609804302454,,,,,,,,,,,,,,,,,,,,,,,,,,
28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.668131828308105,-0.29297366738319397,0.12556014955043793,-4.58234167098999,,,
28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
28400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6330000162124634,0.001500000013038516,-0.48899999260902405,97022.0,0.0,,,,,,,,,,,,,,,,,,,,,
28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
28400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
29400,,,,,,,,,,,,,,,,,,,9.727752685546875,0.0670219212770462,-0.09574560075998306,-0.0024434609804302454,-0.0024434609804302454,-0.0024434609804302454,,,,,,,,,,,,,,,,,,,,,,,,,,
29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.70998477935791,-0.3348270654678345,0.10986512899398804,-5.432422637939453,,,
29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
29400,,,,,,,,,,,,,,,,,,,,,,,,,-0.6315000057220459,0.007499999832361937,-0.48899999260902405,97023.0,0.0,,,,,,,,,,,,,,,,,,,,,
29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
30400,,,,,,,,,,,,,,,,,,,10.378823280334473,9.957542419433594,3.485139846801758,17.038253784179688,-0.08796459436416626,0.1270599663257599,,,,,,,,,,,,,,,,,,,,,,,,,,
30400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.166641235351562,6.665151119232178,0.8213726282119751,130.8979949951172,,,
30400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
30400,,,,,,,,,,,,,,,,,,,,,,,,,0.414000004529953,0.2535000145435333,-0.43050000071525574,97021.0,0.0,,,,,,,,,,,,,,,,,,,,,
30400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
30400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
31400,,,,,,,,,,,,,,,,,,,9.574560165405273,7.9756083488464355,5.467073917388916,17.099340438842773,-0.07819075137376785,0.1368338167667389,,,,,,,,,,,,,,,,,,,,,,,,,,
31400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.362442970275879,16.134479522705078,1.8310855627059937,131.33517456054688,,,
31400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
31400,,,,,,,,,,,,,,,,,,,,,,,,,-0.2460000067949295,-0.02250000089406967,-0.41850000619888306,97020.0,0.0,,,,,,,,,,,,,,,,,,,,,
31400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
31400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
32400,,,,,,,,,,,,,,,,,,,9.766051292419434,8.674551010131836,4.394722938537598,17.17753028869629,-0.09285151958465576,0.11972958594560623,,,,,,,,,,,,,,,,,,,,,,,,,,
32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.710713386535645,17.186044692993164,-2.1188275814056396,131.8533172607422,,,
32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
32400,,,,,,,,,,,,,,,,,,,,,,,,,-0.4724999964237213,0.1784999966621399,-0.6119999885559082,97022.0,0.0,,,,,,,,,,,,,,,,,,,,,
32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
33400,,,,,,,,,,,,,,,,,,,9.699028968811035,7.985183238983154,4.547915935516357,17.074905395507812,-0.10262536257505417,0.1319468915462494,,,,,,,,,,,,,,,,,,,,,,,,,,
33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.235403537750244,5.221209526062012,3.8714380264282227,130.7714385986328,,,
33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
33400,,,,,,,,,,,,,,,,,,,,,,,,,-0.7095000147819519,0.007499999832361937,-0.492000013589859,97023.0,0.0,,,,,,,,,,,,,,,,,,,,,
33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
34400,,,,,,,,,,,,,,,,,,,9.909669876098633,10.436270713806152,4.298977375030518,17.287487030029297,-0.004886921960860491,0.12461651116609573,,,,,,,,,,,,,,,,,,,,,,,,,,
34400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.428224563598633,13.59711742401123,4.075473308563232,132.65098571777344,,,
34400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
34400,,,,,,,,,,,,,,,,,,,,,,,,,-0.3540000021457672,-0.2475000023841858,-0.40799999237060547,97018.0,0.0,,,,,,,,,,,,,,,,,,,,,
34400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
34400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
35400,,,,,,,,,,,,,,,,,,,10.302227020263672,6.8745341300964355,5.955376148223877,16.81345558166504,-0.07330382615327835,0.08552113175392151,,,,,,,,,,,,,,,,,,,,,,,,,,
35400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.733162879943848,4.964857578277588,-2.1502175331115723,129.1087646484375,,,
35400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
35400,,,,,,,,,,,,,,,,,,,,,,,,,0.4860000014305115,0.007499999832361937,-0.33000001311302185,97021.0,0.0,,,,,,,,,,,,,,,,,,,,,
35400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
35400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
36400,,,,,,,,,,,,,,,,,,,10.187332153320312,8.368165016174316,5.476648330688477,17.223957061767578,-0.10751228034496307,0.16859880089759827,,,,,,,,,,,,,,,,,,,,,,,,,,
36400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77876877784729,8.323591232299805,8.637492179870605,132.51846313476562,,,
36400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
36400,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,97024.0,0.0,,,,,,,,,,,,,,,,,,,,,
36400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
36400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
37400,,,,,,,,,,,,,,,,,,,9.603283882141113,10.838401794433594,1.8670392036437988,17.189746856689453,-0.04398229718208313,0.19792033731937408,,,,,,,,,,,,,,,,,,,,,,,,,,
37400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.915521144866943,10.227920532226562,-0.5545573234558105,132.1294403076172,,,
37400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
37400,,,,,,,,,,,,,,,,,,,,,,,,,-0.5864999890327454,-0.16500000655651093,-0.4169999957084656,97024.0,0.0,,,,,,,,,,,,,,,,,,,,,
37400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
37400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
38400,,,,,,,,,,,,,,,,,,,9.727752685546875,7.238367557525635,5.8979291915893555,16.999156951904297,-0.09040805697441101,0.17348572611808777,,,,,,,,,,,,,,,,,,,,,,,,,,
38400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.769034385681152,8.375907897949219,5.650206565856934,130.60951232910156,,,
38400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
38400,,,,,,,,,,,,,,,,,,,,,,,,,-0.2535000145435333,-0.15299999713897705,-0.38100001215934753,97021.0,0.0,,,,,,,,,,,,,,,,,,,,,
38400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
38400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
39400,,,,,,,,,,,,,,,,,,,9.057534217834473,9.670305252075195,2.1255524158477783,17.23373031616211,-0.0073303827084600925,0.21013763546943665,,,,,,,,,,,,,,,,,,,,,,,,,,
39400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.544822692871094,4.075473308563232,1.6479769945144653,133.13760375976562,,,
39400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
39400,,,,,,,,,,,,,,,,,,,,,,,,,-0.38999998569488525,0.11249999701976776,-0.5789999961853027,97023.0,0.0,,,,,,,,,,,,,,,,,,,,,
39400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,
39400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
